                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.1631,                 2.0627,                 1.3917,                 0.8328,                    0.5,                  0.995,                0.63438,                 1.1113,                 2.9927,                 1.3001,             0.00025264,             0.00025264,             0.00025264
                     18,                 1.0715,                 1.8548,                 1.3184,                 0.8328,                    0.5,                  0.995,                0.63438,                 1.1113,                 2.9927,                 1.3001,             0.00026749,             0.00026749,             0.00026749
                     19,                0.97483,                  1.769,                 1.3297,                0.00335,                      1,                  0.995,                0.60941,                 1.4282,                  2.822,                 1.2811,             0.00028224,             0.00028224,             0.00028224
                     20,                 1.0129,                 1.9396,                 1.2556,                0.00335,                      1,                  0.995,                0.60941,                 1.4282,                  2.822,                 1.2811,             0.00029687,             0.00029687,             0.00029687
                     21,                 1.0209,                 1.8837,                 1.2628,                0.00335,                      1,                  0.995,                0.59694,                 1.4329,                 2.7756,                 1.1998,              0.0003114,              0.0003114,              0.0003114
                     22,                 1.0423,                   1.68,                 1.2535,                0.00335,                      1,                  0.995,                0.59694,                 1.4329,                 2.7756,                 1.1998,             0.00032581,             0.00032581,             0.00032581
                     23,                 1.0231,                 1.7053,                 1.3212,                0.00334,                      1,                  0.995,                0.64656,                 1.3211,                 2.8024,                 1.1437,             0.00034011,             0.00034011,             0.00034011
                     24,                0.92743,                 1.5456,                 1.2323,                0.00334,                      1,                  0.995,                0.64656,                 1.3211,                 2.8024,                 1.1437,             0.00035431,             0.00035431,             0.00035431
                     25,                0.95989,                 1.6435,                 1.2477,                0.00334,                      1,                0.91167,                0.62995,                 1.1463,                 2.7836,                 1.0804,             0.00036839,             0.00036839,             0.00036839
                     26,                0.95496,                   1.93,                 1.2796,                0.00334,                      1,                0.91167,                0.62995,                 1.1463,                 2.7836,                 1.0804,             0.00038237,             0.00038237,             0.00038237
                     27,                0.91288,                 1.6619,                 1.1787,                0.00334,                      1,                  0.995,                0.65653,                  1.034,                 2.7286,                 1.0368,             0.00039623,             0.00039623,             0.00039623
                     28,                0.88785,                 1.6637,                 1.1571,                0.00334,                      1,                  0.995,                0.65653,                  1.034,                 2.7286,                 1.0368,             0.00040999,             0.00040999,             0.00040999
                     29,                0.91191,                 1.7523,                 1.2195,                0.00334,                      1,                  0.995,                0.58627,                  1.157,                 2.7272,                 1.0894,             0.00042363,             0.00042363,             0.00042363
                     30,                 0.8885,                 1.4529,                  1.157,                0.00334,                      1,                  0.995,                0.58627,                  1.157,                 2.7272,                 1.0894,             0.00043717,             0.00043717,             0.00043717
                     31,                0.94761,                 1.7138,                 1.1329,                0.00334,                      1,                  0.995,                 0.6175,                 1.2296,                 2.7618,                 1.0986,             0.00045059,             0.00045059,             0.00045059
                     32,                0.96613,                 1.5682,                 1.1725,                0.00334,                      1,                  0.995,                 0.6175,                 1.2296,                 2.7618,                 1.0986,              0.0004639,              0.0004639,              0.0004639
                     33,                0.97915,                 1.6813,                 1.1571,                0.00336,                      1,                0.74625,                0.56327,                 1.1447,                 2.7889,                 1.0492,             0.00047711,             0.00047711,             0.00047711
                     34,                0.76493,                 1.6023,                 1.0572,                0.00336,                      1,                0.74625,                0.56327,                 1.1447,                 2.7889,                 1.0492,              0.0004902,              0.0004902,              0.0004902
                     35,                0.90723,                 1.6719,                 1.2909,                0.00335,                      1,                0.74625,                 0.6177,                 1.1568,                 2.7855,                   1.05,             0.00050319,             0.00050319,             0.00050319
                     36,                0.91799,                 1.5703,                 1.1348,                0.00335,                      1,                0.74625,                 0.6177,                 1.1568,                 2.7855,                   1.05,             0.00051606,             0.00051606,             0.00051606
                     37,                0.84168,                  1.547,                 1.1143,                0.00335,                      1,                0.82917,                 0.6965,                 1.1283,                 2.7376,                 1.0449,             0.00052883,             0.00052883,             0.00052883
                     38,                0.93011,                   1.72,                 1.2295,                0.00335,                      1,                0.82917,                 0.6965,                 1.1283,                 2.7376,                 1.0449,             0.00054148,             0.00054148,             0.00054148
                     39,                0.94639,                  1.822,                 1.2818,                0.00336,                      1,                0.91167,                0.72102,                 1.0531,                 2.7693,                0.99632,             0.00055402,             0.00055402,             0.00055402
                     40,                0.80691,                   1.36,                 1.0892,                0.00336,                      1,                0.91167,                0.72102,                 1.0531,                 2.7693,                0.99632,             0.00056646,             0.00056646,             0.00056646
                     41,                0.87914,                 1.5194,                 1.1947,                0.00336,                      1,                   0.87,                0.68354,                0.98176,                 2.7421,                0.97881,             0.00057878,             0.00057878,             0.00057878
                     42,                0.98088,                 1.6555,                 1.2091,                0.00336,                      1,                   0.87,                0.68354,                0.98176,                 2.7421,                0.97881,               0.000591,               0.000591,               0.000591
                     43,                 1.0259,                 1.6193,                 1.1901,                0.60528,                      1,                   0.87,                0.69602,                0.92707,                 2.8296,                0.97984,              0.0006031,              0.0006031,              0.0006031
                     44,                0.87666,                 1.4026,                 1.1333,                0.60528,                      1,                   0.87,                0.69602,                0.92707,                 2.8296,                0.97984,             0.00061509,             0.00061509,             0.00061509
                     45,                0.87029,                  1.561,                 1.1941,                0.66945,                   0.25,                0.74625,                 0.6094,                0.88374,                 2.8626,                0.98158,             0.00062698,             0.00062698,             0.00062698
                     46,                0.83761,                 1.4791,                 1.1202,                0.66945,                   0.25,                0.74625,                 0.6094,                0.88374,                 2.8626,                0.98158,             0.00063875,             0.00063875,             0.00063875
                     47,                0.93634,                 1.2466,                 1.1171,                0.00334,                      1,                0.72125,                 0.5944,                0.99704,                 2.8199,                 1.0382,             0.00065042,             0.00065042,             0.00065042
                     48,                  0.919,                 1.4551,                  1.061,                0.00334,                      1,                0.72125,                 0.5944,                0.99704,                 2.8199,                 1.0382,             0.00066197,             0.00066197,             0.00066197
                     49,                0.90011,                 1.9052,                 1.2161,                  0.542,                   0.75,                  0.845,                0.63369,                 1.1769,                 2.7645,                 1.1548,             0.00067341,             0.00067341,             0.00067341
                     50,                0.94122,                 1.7296,                 1.1841,                  0.542,                   0.75,                  0.845,                0.63369,                 1.1769,                 2.7645,                 1.1548,             0.00068475,             0.00068475,             0.00068475
                     51,                0.88792,                 1.2549,                 1.0599,                0.73969,                   0.75,                   0.87,                0.60162,                 1.2511,                 2.7023,                 1.1858,             0.00069597,             0.00069597,             0.00069597
                     52,                0.98822,                  1.537,                 1.1561,                0.73969,                   0.75,                   0.87,                0.60162,                 1.2511,                 2.7023,                 1.1858,             0.00070709,             0.00070709,             0.00070709
                     53,                0.92287,                 1.2545,                 1.1031,                0.73969,                   0.75,                   0.87,                0.60162,                 1.2511,                 2.7023,                 1.1858,             0.00071809,             0.00071809,             0.00071809
                     54,                0.89615,                 1.4466,                 1.1229,                0.75795,                   0.75,                   0.87,                0.60886,                    1.3,                 2.6762,                 1.2412,             0.00072898,             0.00072898,             0.00072898
                     55,                0.96072,                 1.4711,                 1.1085,                0.75795,                   0.75,                   0.87,                0.60886,                    1.3,                 2.6762,                 1.2412,             0.00073977,             0.00073977,             0.00073977
                     56,                0.72747,                 1.2431,                0.99628,                0.75795,                   0.75,                   0.87,                0.60886,                    1.3,                 2.6762,                 1.2412,             0.00075044,             0.00075044,             0.00075044
                     57,                0.83373,                 1.6324,                  1.159,                0.67446,                   0.75,                   0.87,                0.62159,                 1.1837,                  2.778,                 1.2099,             0.00076101,             0.00076101,             0.00076101
                     58,                0.94329,                 1.4143,                 1.1322,                0.67446,                   0.75,                   0.87,                0.62159,                 1.1837,                  2.778,                 1.2099,             0.00077146,             0.00077146,             0.00077146
                     59,                 1.0098,                 1.5178,                 1.2696,                0.67446,                   0.75,                   0.87,                0.62159,                 1.1837,                  2.778,                 1.2099,              0.0007818,              0.0007818,              0.0007818
                     60,                 1.0257,                 1.6693,                 1.3081,                0.72278,                0.41834,                   0.87,                0.58388,                 1.1667,                 3.0893,                 1.2548,             0.00079204,             0.00079204,             0.00079204
                     61,                 1.1043,                 1.5198,                 1.1994,                0.72278,                0.41834,                   0.87,                0.58388,                 1.1667,                 3.0893,                 1.2548,             0.00080216,             0.00080216,             0.00080216
                     62,                0.91679,                 1.4828,                 1.1793,                0.72278,                0.41834,                   0.87,                0.58388,                 1.1667,                 3.0893,                 1.2548,             0.00081217,             0.00081217,             0.00081217
                     63,                0.99623,                 1.6824,                 1.2319,                0.97487,                    0.5,                0.64398,                0.51405,                 1.3225,                 2.6671,                 1.3378,             0.00082208,             0.00082208,             0.00082208
                     64,                0.82711,                 1.1878,                 1.0256,                0.97487,                    0.5,                0.64398,                0.51405,                 1.3225,                 2.6671,                 1.3378,             0.00083187,             0.00083187,             0.00083187
                     65,                 0.9648,                 1.3458,                 1.2033,                0.97487,                    0.5,                0.64398,                0.51405,                 1.3225,                 2.6671,                 1.3378,             0.00084155,             0.00084155,             0.00084155
                     66,                0.95488,                 1.3256,                 1.2022,                0.99078,                    0.5,                0.58735,                0.46972,                 1.2795,                 2.3555,                 1.3349,             0.00085113,             0.00085113,             0.00085113
                     67,                0.70961,                 1.2382,                 1.0108,                0.99078,                    0.5,                0.58735,                0.46972,                 1.2795,                 2.3555,                 1.3349,             0.00086059,             0.00086059,             0.00086059
                     68,                 1.0266,                 1.5037,                 1.2171,                0.99078,                    0.5,                0.58735,                0.46972,                 1.2795,                 2.3555,                 1.3349,             0.00086995,             0.00086995,             0.00086995
                     69,                 1.0185,                 1.4524,                 1.2677,                0.99118,                    0.5,                0.56519,                0.47852,                  1.221,                  2.276,                 1.3136,             0.00087919,             0.00087919,             0.00087919
                     70,                0.97041,                 1.5132,                 1.2106,                0.99118,                    0.5,                0.56519,                0.47852,                  1.221,                  2.276,                 1.3136,             0.00088832,             0.00088832,             0.00088832
                     71,                0.79136,                 1.3633,                 1.1296,                0.99118,                    0.5,                0.56519,                0.47852,                  1.221,                  2.276,                 1.3136,             0.00089735,             0.00089735,             0.00089735
                     72,                0.95452,                 1.4411,                 1.1807,                0.99122,                    0.5,                0.74591,                0.54684,                 1.3928,                   2.38,                 1.6312,             0.00090626,             0.00090626,             0.00090626
                     73,                  1.115,                 1.6884,                 1.3351,                0.99122,                    0.5,                0.74591,                0.54684,                 1.3928,                   2.38,                 1.6312,             0.00091506,             0.00091506,             0.00091506
                     74,                 1.0944,                 1.5286,                 1.2916,                0.99122,                    0.5,                0.74591,                0.54684,                 1.3928,                   2.38,                 1.6312,             0.00092376,             0.00092376,             0.00092376
                     75,                 1.0414,                 1.7261,                 1.2344,                0.99666,                    0.5,                  0.995,                0.64654,                 1.4801,                 2.4522,                 1.7812,             0.00093234,             0.00093234,             0.00093234
                     76,                0.91011,                 1.5073,                 1.1812,                0.99666,                    0.5,                  0.995,                0.64654,                 1.4801,                 2.4522,                 1.7812,             0.00094081,             0.00094081,             0.00094081
                     77,                0.85214,                 1.4005,                 1.1722,                0.99666,                    0.5,                  0.995,                0.64654,                 1.4801,                 2.4522,                 1.7812,             0.00094918,             0.00094918,             0.00094918
                     78,                 1.0369,                  1.441,                 1.2401,                0.82456,                    0.5,                0.82833,                0.39202,                 1.6115,                 2.7547,                  1.754,             0.00095743,             0.00095743,             0.00095743
                     79,                0.95137,                 1.4378,                 1.2441,                0.82456,                    0.5,                0.82833,                0.39202,                 1.6115,                 2.7547,                  1.754,             0.00096557,             0.00096557,             0.00096557
                     80,                0.85018,                 1.3561,                 1.1262,                0.82456,                    0.5,                0.82833,                0.39202,                 1.6115,                 2.7547,                  1.754,             0.00097361,             0.00097361,             0.00097361
                     81,                  1.091,                 1.6781,                 1.2684,                0.82658,                    0.5,                0.66292,                0.29683,                  1.789,                 2.5366,                 1.8826,             0.00098153,             0.00098153,             0.00098153
                     82,                 1.0138,                 1.6442,                 1.2603,                0.82658,                    0.5,                0.66292,                0.29683,                  1.789,                 2.5366,                 1.8826,             0.00098934,             0.00098934,             0.00098934
                     83,                0.99622,                 1.5994,                 1.2298,                0.82658,                    0.5,                0.66292,                0.29683,                  1.789,                 2.5366,                 1.8826,             0.00099705,             0.00099705,             0.00099705
                     84,                 1.0421,                 1.6086,                 1.3084,                0.99406,                    0.5,                0.72125,                0.49231,                 1.7399,                 2.3753,                 2.0262,              0.0010046,              0.0010046,              0.0010046
                     85,                 1.0695,                 1.4065,                 1.2327,                0.99406,                    0.5,                0.72125,                0.49231,                 1.7399,                 2.3753,                 2.0262,              0.0010121,              0.0010121,              0.0010121
                     86,                0.85611,                 1.7552,                 1.2397,                0.99406,                    0.5,                0.72125,                0.49231,                 1.7399,                 2.3753,                 2.0262,              0.0010195,              0.0010195,              0.0010195
                     87,                0.83946,                 1.5651,                 1.2091,                0.99406,                    0.5,                0.72125,                0.49231,                 1.7399,                 2.3753,                 2.0262,              0.0010268,              0.0010268,              0.0010268
                     88,                0.84843,                 1.5925,                 1.1444,                0.98453,                    0.5,                0.62146,                0.45998,                 1.7707,                 2.5256,                 1.9366,              0.0010339,              0.0010339,              0.0010339
                     89,                 1.0252,                  1.402,                 1.1574,                0.98453,                    0.5,                0.62146,                0.45998,                 1.7707,                 2.5256,                 1.9366,               0.001041,               0.001041,               0.001041
                     90,                 1.0628,                 1.4128,                 1.2779,                0.98453,                    0.5,                0.62146,                0.45998,                 1.7707,                 2.5256,                 1.9366,              0.0010479,              0.0010479,              0.0010479
