                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    166,                0.50241,                0.28762,                0.92099,                 0.9617,                0.98696,                0.99081,                0.92481,                0.43275,                0.19455,                0.84656,               0.004588,               0.004588,               0.004588
                    167,                0.49883,                0.28524,                0.92006,                0.96168,                 0.9872,                0.99085,                 0.9249,                0.43255,                0.19414,                0.84659,               0.004555,               0.004555,               0.004555
                    168,                0.50328,                0.28639,                0.91917,                0.96278,                0.98561,                0.99088,                0.92544,                0.43239,                0.19399,                0.84653,               0.004522,               0.004522,               0.004522
                    169,                 0.4983,                0.28575,                0.91252,                0.96309,                0.98639,                 0.9909,                0.92487,                0.43232,                0.19414,                0.84629,               0.004489,               0.004489,               0.004489
                    170,                0.49473,                0.28136,                0.91574,                 0.9631,                0.98664,                0.99094,                0.92495,                0.43212,                0.19401,                0.84609,               0.004456,               0.004456,               0.004456
                    171,                0.50052,                0.28186,                0.91692,                0.96311,                0.98605,                0.99091,                0.92483,                0.43211,                0.19432,                0.84611,               0.004423,               0.004423,               0.004423
                    172,                0.49496,                0.28145,                 0.9169,                0.96294,                0.98641,                0.99093,                0.92512,                0.43208,                0.19415,                0.84609,                0.00439,                0.00439,                0.00439
                    173,                 0.4937,                0.27795,                0.91106,                0.96313,                0.98645,                0.99091,                 0.9247,                0.43201,                0.19431,                0.84601,               0.004357,               0.004357,               0.004357
                    174,                 0.4957,                0.28453,                0.91102,                0.96311,                0.98627,                0.99093,                0.92452,                0.43196,                0.19435,                 0.8459,               0.004324,               0.004324,               0.004324
                    175,                0.49173,                0.27794,                0.91054,                 0.9634,                0.98561,                0.99089,                0.92504,                0.43168,                0.19435,                0.84564,               0.004291,               0.004291,               0.004291
                    176,                0.49112,                 0.2779,                0.91325,                0.96274,                0.98581,                0.99092,                 0.9253,                 0.4315,                0.19405,                0.84555,               0.004258,               0.004258,               0.004258
                    177,                0.49254,                0.28266,                0.91369,                0.96238,                0.98581,                0.99093,                 0.9255,                0.43134,                0.19406,                0.84552,               0.004225,               0.004225,               0.004225
                    178,                 0.4869,                0.27656,                0.91164,                0.96239,                0.98599,                 0.9909,                0.92538,                 0.4313,                0.19385,                0.84538,               0.004192,               0.004192,               0.004192
                    179,                0.48836,                0.27744,                0.91316,                 0.9624,                0.98594,                0.99087,                0.92553,                0.43119,                0.19378,                 0.8453,               0.004159,               0.004159,               0.004159
                    180,                0.49519,                0.28248,                0.91351,                0.96276,                0.98594,                0.99083,                 0.9256,                0.43105,                0.19386,                0.84524,               0.004126,               0.004126,               0.004126
                    181,                0.49016,                0.27726,                0.91305,                0.96277,                0.98599,                0.99082,                 0.9259,                0.43088,                0.19379,                0.84515,               0.004093,               0.004093,               0.004093
                    182,                0.48966,                0.27763,                0.91596,                0.96242,                0.98598,                 0.9908,                0.92579,                 0.4308,                0.19389,                0.84503,                0.00406,                0.00406,                0.00406
                    183,                0.49134,                0.28063,                0.91136,                0.96243,                 0.9859,                0.99077,                0.92578,                0.43077,                0.19393,                0.84492,               0.004027,               0.004027,               0.004027
                    184,                0.48785,                 0.2763,                0.90825,                0.96279,                0.98589,                0.99079,                0.92606,                0.43074,                  0.194,                0.84487,               0.003994,               0.003994,               0.003994
                    185,                 0.4863,                0.27774,                0.90907,                 0.9635,                0.98593,                0.99077,                0.92609,                0.43057,                0.19385,                0.84474,               0.003961,               0.003961,               0.003961
                    186,                0.48823,                0.27702,                0.91068,                0.96356,                0.98561,                0.99078,                0.92627,                0.43037,                0.19379,                0.84473,               0.003928,               0.003928,               0.003928
                    187,                0.48187,                0.27439,                0.90661,                0.96388,                0.98593,                0.99074,                0.92573,                0.43032,                0.19377,                0.84468,               0.003895,               0.003895,               0.003895
                    188,                0.48295,                0.27584,                0.91114,                0.96388,                0.98589,                0.99074,                0.92587,                0.43021,                0.19394,                 0.8446,               0.003862,               0.003862,               0.003862
                    189,                0.48376,                0.27658,                0.91228,                0.96387,                0.98591,                0.99063,                0.92586,                0.43009,                 0.1943,                0.84461,               0.003829,               0.003829,               0.003829
                    190,                0.48415,                0.27464,                0.90991,                0.96386,                0.98537,                0.99054,                0.92576,                0.43012,                0.19421,                0.84466,               0.003796,               0.003796,               0.003796
                    191,                 0.4821,                0.27519,                0.91141,                0.96386,                0.98536,                0.99056,                0.92603,                0.42999,                  0.194,                0.84461,               0.003763,               0.003763,               0.003763
                    192,                0.48185,                0.27306,                0.90891,                0.96386,                0.98535,                0.99079,                0.92639,                0.42992,                 0.1941,                0.84462,                0.00373,                0.00373,                0.00373
                    193,                0.48168,                 0.2717,                0.90965,                0.96387,                0.98523,                0.99087,                0.92623,                0.42983,                0.19416,                 0.8446,               0.003697,               0.003697,               0.003697
                    194,                0.48143,                0.27261,                0.90862,                0.96385,                0.98477,                0.99086,                 0.9263,                0.42979,                0.19416,                0.84452,               0.003664,               0.003664,               0.003664
                    195,                0.48046,                0.27064,                0.90762,                0.96391,                0.98565,                0.99086,                0.92666,                0.42969,                0.19405,                0.84448,               0.003631,               0.003631,               0.003631
                    196,                0.47918,                0.27309,                0.91441,                0.96392,                0.98566,                0.99086,                0.92669,                0.42959,                0.19399,                0.84454,               0.003598,               0.003598,               0.003598
                    197,                0.47252,                0.27032,                0.90735,                0.96398,                0.98521,                0.99086,                0.92688,                0.42953,                0.19397,                0.84455,               0.003565,               0.003565,               0.003565
                    198,                0.47929,                0.27131,                0.90816,                0.96429,                0.98577,                0.99088,                0.92679,                0.42943,                0.19389,                0.84453,               0.003532,               0.003532,               0.003532
                    199,                0.47815,                0.27138,                0.90669,                 0.9643,                0.98605,                0.99084,                0.92703,                0.42936,                0.19365,                0.84453,               0.003499,               0.003499,               0.003499
                    200,                 0.4734,                0.26922,                 0.9071,                0.96395,                0.98606,                0.99083,                0.92776,                0.42919,                 0.1935,                0.84451,               0.003466,               0.003466,               0.003466
                    201,                0.47835,                0.27208,                0.90601,                0.96361,                0.98641,                0.99091,                0.92787,                0.42922,                0.19361,                0.84452,               0.003433,               0.003433,               0.003433
                    202,                0.47515,                0.27134,                0.90706,                0.96356,                0.98505,                 0.9909,                0.92776,                0.42906,                0.19362,                0.84451,                 0.0034,                 0.0034,                 0.0034
                    203,                0.47527,                0.26655,                0.90727,                0.96355,                0.98501,                0.99088,                0.92722,                0.42901,                0.19365,                0.84444,               0.003367,               0.003367,               0.003367
                    204,                0.47322,                0.26742,                0.90789,                0.96355,                0.98498,                0.99081,                0.92724,                0.42887,                0.19355,                0.84439,               0.003334,               0.003334,               0.003334
                    205,                  0.472,                0.26579,                0.90599,                0.96343,                0.98481,                0.99077,                0.92739,                0.42876,                0.19351,                0.84434,               0.003301,               0.003301,               0.003301
                    206,                0.47601,                 0.2684,                0.90449,                0.96326,                0.98481,                 0.9907,                0.92712,                 0.4286,                0.19347,                 0.8442,               0.003268,               0.003268,               0.003268
                    207,                0.46984,                0.26771,                0.90432,                0.96358,                0.98473,                0.99072,                0.92781,                 0.4285,                0.19346,                0.84413,               0.003235,               0.003235,               0.003235
                    208,                0.47275,                0.26785,                0.90463,                0.96393,                0.98459,                0.99076,                0.92834,                0.42836,                0.19351,                0.84401,               0.003202,               0.003202,               0.003202
                    209,                0.47042,                0.26676,                0.90718,                0.96294,                0.98441,                0.99075,                0.92781,                0.42833,                0.19347,                0.84403,               0.003169,               0.003169,               0.003169
                    210,                0.47603,                0.26983,                0.90654,                 0.9625,                0.98446,                0.99074,                0.92776,                0.42826,                0.19361,                0.84394,               0.003136,               0.003136,               0.003136
                    211,                0.46673,                0.26116,                0.90588,                0.96268,                0.98441,                0.99071,                0.92772,                0.42811,                0.19376,                0.84381,               0.003103,               0.003103,               0.003103
                    212,                0.46712,                0.26292,                0.90455,                0.96288,                0.98441,                0.99061,                0.92793,                0.42811,                0.19358,                0.84381,                0.00307,                0.00307,                0.00307
                    213,                0.46303,                0.26421,                0.90417,                0.96287,                0.98441,                0.99052,                0.92782,                0.42808,                0.19356,                 0.8438,               0.003037,               0.003037,               0.003037
                    214,                0.46383,                0.26252,                0.90193,                0.96273,                0.98441,                0.99048,                0.92749,                 0.4279,                 0.1938,                0.84367,               0.003004,               0.003004,               0.003004
                    215,                0.46363,                0.26179,                0.90183,                0.96277,                0.98441,                0.99046,                 0.9273,                0.42792,                0.19381,                0.84362,               0.002971,               0.002971,               0.002971
                    216,                0.46196,                 0.2593,                0.90306,                0.96368,                0.98441,                0.99041,                0.92707,                0.42777,                0.19408,                0.84353,               0.002938,               0.002938,               0.002938
                    217,                0.46365,                0.26288,                0.89885,                0.96632,                0.98123,                0.99048,                0.92692,                0.42765,                0.19389,                0.84337,               0.002905,               0.002905,               0.002905
                    218,                0.46358,                 0.2637,                0.90141,                0.96665,                0.98071,                0.99055,                0.92683,                0.42757,                0.19384,                0.84324,               0.002872,               0.002872,               0.002872
                    219,                0.46229,                0.26236,                0.90135,                0.96665,                0.98084,                0.99057,                0.92705,                0.42749,                0.19381,                 0.8431,               0.002839,               0.002839,               0.002839
                    220,                0.45761,                0.26174,                0.90034,                0.96671,                0.98042,                0.99059,                 0.9271,                0.42753,                0.19372,                0.84299,               0.002806,               0.002806,               0.002806
                    221,                0.46046,                0.26148,                0.89937,                0.96701,                0.98022,                0.99062,                0.92735,                0.42744,                0.19377,                0.84285,               0.002773,               0.002773,               0.002773
                    222,                0.46267,                0.26036,                0.90411,                0.96699,                0.98019,                0.99058,                 0.9268,                0.42719,                0.19373,                0.84283,                0.00274,                0.00274,                0.00274
                    223,                0.46094,                0.25973,                0.90228,                0.96697,                 0.9802,                0.99061,                0.92685,                0.42713,                0.19371,                0.84282,               0.002707,               0.002707,               0.002707
                    224,                0.45931,                0.26166,                0.90578,                0.96644,                0.98042,                0.99064,                0.92708,                0.42698,                0.19397,                0.84275,               0.002674,               0.002674,               0.002674
                    225,                0.46171,                 0.2613,                 0.9068,                0.96693,                0.98042,                0.99068,                0.92719,                0.42683,                0.19401,                0.84279,               0.002641,               0.002641,               0.002641
                    226,                0.46012,                0.25734,                0.90372,                0.96621,                0.98105,                0.99068,                0.92735,                 0.4265,                0.19403,                0.84273,               0.002608,               0.002608,               0.002608
                    227,                 0.4553,                0.25646,                0.89873,                 0.9662,                 0.9811,                0.99067,                0.92775,                 0.4264,                0.19405,                0.84264,               0.002575,               0.002575,               0.002575
                    228,                 0.4519,                0.25506,                0.89808,                 0.9662,                 0.9811,                 0.9907,                 0.9276,                 0.4262,                0.19415,                0.84252,               0.002542,               0.002542,               0.002542
                    229,                0.45639,                0.25504,                0.89843,                0.96621,                 0.9812,                0.99072,                0.92753,                0.42604,                0.19392,                 0.8425,               0.002509,               0.002509,               0.002509
                    230,                0.45849,                0.25723,                0.90203,                0.96588,                0.98175,                0.99079,                0.92764,                 0.4259,                0.19373,                0.84247,               0.002476,               0.002476,               0.002476
                    231,                 0.4493,                0.25473,                 0.9002,                0.96624,                0.98169,                0.99084,                  0.928,                0.42577,                0.19376,                0.84246,               0.002443,               0.002443,               0.002443
                    232,                0.44972,                0.25571,                0.90248,                0.96685,                0.98162,                0.99082,                 0.9278,                0.42557,                0.19377,                0.84244,                0.00241,                0.00241,                0.00241
                    233,                0.44903,                0.25336,                0.89842,                0.96703,                0.98122,                 0.9908,                 0.9277,                0.42535,                0.19405,                0.84239,               0.002377,               0.002377,               0.002377
                    234,                0.45363,                0.25476,                0.90038,                0.96699,                0.98126,                0.99071,                0.92774,                0.42517,                0.19398,                0.84236,               0.002344,               0.002344,               0.002344
                    235,                0.45235,                0.25591,                0.89951,                0.96701,                0.98135,                0.99078,                0.92831,                0.42501,                0.19403,                0.84232,               0.002311,               0.002311,               0.002311
                    236,                0.44862,                0.25325,                0.90195,                0.96642,                0.98162,                0.99061,                0.92781,                0.42488,                0.19399,                0.84227,               0.002278,               0.002278,               0.002278
                    237,                0.44765,                0.25459,                0.89666,                0.96636,                0.98215,                0.99058,                0.92808,                0.42473,                 0.1941,                0.84218,               0.002245,               0.002245,               0.002245
                    238,                0.45025,                0.25368,                0.89693,                 0.9664,                0.98202,                0.99069,                0.92797,                 0.4246,                0.19402,                0.84211,               0.002212,               0.002212,               0.002212
                    239,                0.44702,                0.25101,                0.89634,                0.96671,                0.98202,                0.99072,                0.92798,                0.42446,                0.19398,                0.84206,               0.002179,               0.002179,               0.002179
                    240,                 0.4455,                0.25042,                0.89852,                0.96467,                0.98502,                0.99076,                0.92791,                0.42434,                0.19401,                0.84198,               0.002146,               0.002146,               0.002146
                    241,                0.44439,                0.24834,                0.89429,                0.96467,                0.98498,                0.99069,                0.92804,                0.42424,                0.19419,                0.84188,               0.002113,               0.002113,               0.002113
                    242,                0.44469,                0.25025,                0.89496,                0.96505,                0.98499,                 0.9907,                0.92771,                0.42407,                0.19395,                0.84177,                0.00208,                0.00208,                0.00208
                    243,                0.44733,                 0.2488,                0.89793,                0.96491,                0.98481,                0.99073,                0.92771,                0.42387,                0.19411,                0.84166,               0.002047,               0.002047,               0.002047
                    244,                0.44478,                0.24743,                0.89512,                0.96477,                0.98441,                0.99074,                0.92783,                0.42367,                0.19407,                0.84153,               0.002014,               0.002014,               0.002014
                    245,                0.44021,                0.25044,                0.89623,                0.96441,                0.98441,                0.99068,                0.92784,                0.42356,                0.19408,                 0.8415,               0.001981,               0.001981,               0.001981
                    246,                0.43506,                0.24415,                0.89357,                0.96436,                0.98441,                0.99062,                0.92763,                0.42346,                0.19416,                0.84144,               0.001948,               0.001948,               0.001948
                    247,                0.44091,                  0.249,                0.89656,                0.96413,                0.98441,                0.99065,                0.92756,                0.42328,                0.19413,                0.84132,               0.001915,               0.001915,               0.001915
                    248,                0.44036,                0.24797,                0.89307,                0.96438,                0.98441,                0.99059,                 0.9273,                0.42318,                0.19403,                0.84128,               0.001882,               0.001882,               0.001882
                    249,                0.43637,                0.24466,                0.89224,                0.96413,                0.98441,                0.99054,                 0.9277,                0.42304,                 0.1941,                0.84114,               0.001849,               0.001849,               0.001849
                    250,                0.43507,                0.24799,                0.89171,                 0.9639,                0.98481,                0.99052,                 0.9277,                0.42295,                0.19424,                0.84108,               0.001816,               0.001816,               0.001816
                    251,                0.43966,                0.24711,                0.89369,                0.96476,                0.98475,                0.99053,                0.92819,                0.42278,                0.19426,                0.84089,               0.001783,               0.001783,               0.001783
                    252,                0.43379,                0.24388,                0.89171,                0.96513,                0.98479,                0.99055,                0.92827,                0.42272,                  0.194,                0.84073,                0.00175,                0.00175,                0.00175
                    253,                0.43798,                0.24759,                0.88943,                0.96482,                0.98545,                0.99058,                0.92851,                0.42255,                 0.1941,                 0.8406,               0.001717,               0.001717,               0.001717
                    254,                0.44128,                0.24755,                0.89483,                0.96482,                0.98538,                0.99062,                0.92866,                 0.4225,                0.19416,                0.84051,               0.001684,               0.001684,               0.001684
                    255,                0.43574,                0.24331,                0.89303,                0.96484,                0.98555,                0.99065,                 0.9288,                 0.4224,                0.19424,                0.84046,               0.001651,               0.001651,               0.001651
                    256,                0.43089,                0.24244,                0.89269,                0.96467,                0.98521,                0.99063,                0.92912,                0.42223,                0.19428,                0.84042,               0.001618,               0.001618,               0.001618
                    257,                0.43504,                0.24141,                 0.8898,                0.96482,                0.98509,                 0.9906,                0.92878,                0.42205,                0.19402,                0.84036,               0.001585,               0.001585,               0.001585
                    258,                0.43511,                0.24263,                0.89118,                0.96458,                0.98481,                0.99059,                0.92901,                0.42196,                0.19394,                0.84022,               0.001552,               0.001552,               0.001552
                    259,                0.42828,                 0.2415,                0.89168,                0.96483,                0.98511,                0.99056,                0.92916,                0.42186,                0.19406,                0.84019,               0.001519,               0.001519,               0.001519
                    260,                0.43127,                0.24182,                0.89268,                0.96483,                0.98512,                0.99052,                0.92888,                0.42174,                0.19396,                0.84023,               0.001486,               0.001486,               0.001486
                    261,                0.42844,                0.23882,                0.89002,                0.96441,                0.98521,                0.99052,                0.92847,                0.42153,                0.19393,                0.84022,               0.001453,               0.001453,               0.001453
                    262,                0.42892,                0.24187,                0.89069,                0.96438,                0.98521,                 0.9905,                 0.9284,                0.42142,                0.19381,                 0.8402,                0.00142,                0.00142,                0.00142
                    263,                0.42704,                0.23997,                 0.8925,                0.96465,                0.98481,                0.99045,                0.92839,                0.42125,                0.19376,                0.84019,               0.001387,               0.001387,               0.001387
                    264,                0.42959,                0.23768,                0.89053,                 0.9644,                0.98521,                0.99047,                0.92897,                0.42109,                0.19393,                0.84019,               0.001354,               0.001354,               0.001354
                    265,                0.42487,                0.23536,                0.89112,                0.96449,                0.98507,                 0.9905,                0.92926,                0.42096,                0.19427,                0.84019,               0.001321,               0.001321,               0.001321
                    266,                0.42282,                0.23814,                0.88867,                 0.9645,                0.98521,                0.99048,                0.92945,                0.42077,                0.19462,                0.84016,               0.001288,               0.001288,               0.001288
                    267,                0.42465,                 0.2403,                0.88859,                 0.9645,                0.98521,                0.99045,                0.92929,                0.42061,                0.19437,                0.84016,               0.001255,               0.001255,               0.001255
                    268,                0.42257,                0.23873,                0.89101,                0.96448,                0.98481,                0.99048,                0.92919,                0.42053,                 0.1945,                0.84012,               0.001222,               0.001222,               0.001222
                    269,                0.42078,                0.23661,                0.88721,                0.96448,                0.98468,                0.99047,                0.92923,                0.42041,                0.19456,                0.84008,               0.001189,               0.001189,               0.001189
                    270,                0.42162,                0.23531,                0.88732,                0.96448,                0.98465,                0.99044,                0.92929,                0.42029,                0.19437,                0.83998,               0.001156,               0.001156,               0.001156
                    271,                0.41963,                0.23227,                0.88436,                0.96482,                0.98419,                0.99044,                0.92883,                0.42023,                0.19429,                0.83986,               0.001123,               0.001123,               0.001123
                    272,                0.41543,                0.23333,                0.88673,                0.96481,                 0.9838,                0.99047,                0.92877,                0.42003,                0.19451,                0.83981,                0.00109,                0.00109,                0.00109
                    273,                0.42101,                0.23557,                0.88662,                0.96504,                0.98361,                0.99049,                0.92905,                0.41978,                0.19463,                0.83972,               0.001057,               0.001057,               0.001057
                    274,                0.41814,                0.23565,                0.88646,                0.96508,                0.98401,                0.99046,                0.92911,                0.41979,                0.19468,                0.83964,               0.001024,               0.001024,               0.001024
                    275,                0.41797,                0.23622,                0.88449,                 0.9664,                0.98282,                0.99054,                  0.929,                0.41973,                0.19452,                0.83958,               0.000991,               0.000991,               0.000991
                    276,                0.41088,                0.23101,                0.88294,                0.96626,                0.98321,                 0.9906,                0.92896,                0.41958,                 0.1945,                0.83953,               0.000958,               0.000958,               0.000958
                    277,                0.41648,                0.23346,                0.88583,                 0.9669,                0.98355,                0.99063,                0.92964,                0.41949,                0.19468,                0.83952,               0.000925,               0.000925,               0.000925
                    278,                0.41561,                0.23405,                0.88646,                0.96702,                0.98354,                0.99063,                0.92972,                0.41944,                0.19451,                 0.8394,               0.000892,               0.000892,               0.000892
                    279,                0.41207,                0.22916,                0.88328,                0.96686,                0.98321,                0.99066,                0.92984,                0.41932,                0.19437,                0.83937,               0.000859,               0.000859,               0.000859
                    280,                0.41508,                0.23412,                0.88263,                0.96718,                0.98351,                0.99065,                0.92946,                0.41927,                 0.1942,                0.83932,               0.000826,               0.000826,               0.000826
                    281,                0.41559,                0.23159,                0.88479,                0.96691,                0.98321,                0.99065,                0.92975,                0.41907,                0.19417,                0.83924,               0.000793,               0.000793,               0.000793
                    282,                 0.4091,                0.23056,                0.88367,                0.96722,                0.98388,                0.99065,                0.92974,                0.41889,                 0.1941,                0.83918,                0.00076,                0.00076,                0.00076
                    283,                0.41313,                0.22925,                0.88346,                0.96695,                0.98361,                0.99063,                0.93002,                0.41872,                0.19424,                0.83914,               0.000727,               0.000727,               0.000727
                    284,                0.41037,                0.22832,                0.88388,                0.96697,                0.98361,                0.99066,                0.92985,                0.41857,                0.19422,                0.83914,               0.000694,               0.000694,               0.000694
                    285,                0.40873,                0.22832,                0.88141,                0.96712,                0.98361,                0.99068,                0.92991,                0.41837,                0.19445,                0.83907,               0.000661,               0.000661,               0.000661
                    286,                0.40881,                0.22969,                0.88454,                0.96695,                0.98441,                0.99071,                0.93055,                0.41822,                0.19437,                0.83901,               0.000628,               0.000628,               0.000628
                    287,                0.40661,                0.22569,                0.88289,                0.96698,                0.98441,                0.99066,                0.93018,                0.41801,                0.19445,                0.83891,               0.000595,               0.000595,               0.000595
                    288,                0.40255,                0.22539,                0.88444,                0.96693,                0.98451,                0.99061,                0.93024,                0.41796,                0.19467,                0.83888,               0.000562,               0.000562,               0.000562
                    289,                0.40418,                 0.2262,                0.88274,                0.96705,                0.98401,                0.99062,                0.92988,                0.41788,                0.19465,                0.83881,               0.000529,               0.000529,               0.000529
                    290,                0.40486,                0.22578,                0.87991,                0.96708,                0.98401,                 0.9906,                0.93021,                0.41777,                0.19445,                 0.8388,               0.000496,               0.000496,               0.000496
