                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.61792,                0.36587,                 0.9732,                 0.9667,                0.98121,                0.99074,                0.89873,                0.49595,                0.23636,                0.89144,               0.008581,               0.008581,               0.008581
                     46,                0.61104,                0.36166,                0.97036,                0.97132,                0.97454,                0.99023,                0.89836,                0.49774,                0.23318,                0.87632,               0.008548,               0.008548,               0.008548
                     47,                0.60976,                0.35855,                0.97012,                0.96713,                0.97841,                0.99039,                0.90419,                0.48652,                0.23166,                0.88289,               0.008515,               0.008515,               0.008515
                     48,                0.60595,                 0.3577,                0.96814,                0.97564,                0.97067,                0.99077,                0.90002,                 0.4879,                0.22981,                0.87622,               0.008482,               0.008482,               0.008482
                     49,                0.60874,                0.35372,                0.96946,                0.96854,                0.97995,                0.99038,                0.90493,                0.48658,                0.22988,                0.88296,               0.008449,               0.008449,               0.008449
                     50,                0.60635,                 0.3598,                0.96538,                0.96529,                0.98062,                0.99048,                 0.9014,                0.48985,                 0.2275,                0.87385,               0.008416,               0.008416,               0.008416
                     51,                0.60264,                0.35327,                0.96818,                0.97529,                0.97283,                0.99058,                0.90454,                0.48938,                0.22585,                0.88465,               0.008383,               0.008383,               0.008383
                     52,                0.60019,                0.35234,                0.96455,                0.96634,                 0.9788,                0.99081,                0.90435,                0.49021,                0.22552,                 0.8769,                0.00835,                0.00835,                0.00835
                     53,                0.60716,                0.35704,                0.97006,                0.96647,                0.97904,                0.99063,                0.90513,                0.48362,                0.22772,                0.87731,               0.008317,               0.008317,               0.008317
                     54,                0.60045,                0.35221,                0.96377,                0.96827,                0.97598,                0.99063,                0.90409,                0.48525,                0.22594,                0.86503,               0.008284,               0.008284,               0.008284
                     55,                0.60293,                0.36009,                0.96624,                0.96772,                0.97885,                0.99053,                0.90582,                0.48387,                0.22465,                0.87428,               0.008251,               0.008251,               0.008251
                     56,                0.58772,                0.34582,                0.96098,                0.96963,                0.97702,                0.99079,                0.90733,                0.48032,                0.22096,                0.88046,               0.008218,               0.008218,               0.008218
                     57,                0.59372,                0.34554,                0.96168,                0.96369,                0.98229,                0.99102,                0.90596,                0.48317,                0.22274,                0.87613,               0.008185,               0.008185,               0.008185
                     58,                0.59519,                0.34791,                 0.9637,                0.96834,                0.97572,                0.99058,                0.90753,                 0.4807,                0.22146,                0.88132,               0.008152,               0.008152,               0.008152
                     59,                0.59559,                0.34799,                0.96659,                0.96791,                0.98072,                 0.9903,                0.90751,                0.47629,                0.22088,                0.87689,               0.008119,               0.008119,               0.008119
                     60,                0.59181,                0.34568,                0.96196,                0.97068,                0.97986,                 0.9905,                 0.9112,                 0.4734,                 0.2216,                0.87346,               0.008086,               0.008086,               0.008086
                     61,                0.59327,                0.34868,                0.95823,                0.97019,                0.97861,                0.99054,                0.91084,                0.47612,                0.22001,                0.86665,               0.008053,               0.008053,               0.008053
                     62,                0.58652,                 0.3441,                0.95824,                0.96542,                0.98244,                0.99094,                0.91002,                0.47502,                0.21973,                0.86641,                0.00802,                0.00802,                0.00802
                     63,                0.58286,                0.34172,                0.95238,                0.97431,                0.97699,                0.99053,                0.90855,                0.47958,                0.21831,                0.86464,               0.007987,               0.007987,               0.007987
                     64,                0.58198,                0.34302,                0.95913,                0.96131,                0.98689,                0.99052,                0.90708,                0.47601,                0.21869,                0.87161,               0.007954,               0.007954,               0.007954
                     65,                0.58474,                  0.342,                0.95357,                0.96435,                0.98574,                0.99034,                0.91165,                0.47273,                0.21695,                0.87102,               0.007921,               0.007921,               0.007921
                     66,                0.58236,                0.33934,                0.95492,                0.96219,                0.98428,                0.99032,                0.91201,                0.47134,                0.21561,                0.86872,               0.007888,               0.007888,               0.007888
                     67,                0.58052,                0.33579,                0.95298,                0.97021,                0.97764,                 0.9905,                  0.911,                0.47068,                0.21577,                0.86455,               0.007855,               0.007855,               0.007855
                     68,                0.57463,                0.33627,                0.95047,                 0.9646,                0.98234,                0.99024,                0.91122,                0.46587,                0.21317,                0.86164,               0.007822,               0.007822,               0.007822
                     69,                0.58263,                0.33675,                0.95271,                0.96194,                0.98513,                0.99057,                 0.9098,                0.46774,                0.21208,                0.86364,               0.007789,               0.007789,               0.007789
                     70,                0.57961,                0.33893,                0.95146,                0.96487,                0.97909,                0.99059,                0.91211,                0.46512,                0.21164,                0.86303,               0.007756,               0.007756,               0.007756
                     71,                0.57808,                0.33518,                0.94855,                0.96787,                0.98089,                0.99074,                0.91347,                0.46269,                0.21149,                0.85975,               0.007723,               0.007723,               0.007723
                     72,                0.58013,                0.33628,                0.95309,                0.96353,                0.98136,                0.99071,                 0.9145,                0.46576,                0.21334,                 0.8583,                0.00769,                0.00769,                0.00769
                     73,                0.57609,                0.33532,                0.94976,                0.95929,                0.98865,                 0.9907,                0.91299,                0.46518,                0.21247,                0.85724,               0.007657,               0.007657,               0.007657
                     74,                0.57043,                0.33129,                0.94915,                0.95592,                0.99106,                0.99036,                0.91121,                0.46434,                0.21267,                0.85703,               0.007624,               0.007624,               0.007624
                     75,                0.56958,                0.33278,                0.95104,                0.96624,                0.97876,                0.99045,                0.91073,                0.46071,                0.21209,                0.85791,               0.007591,               0.007591,               0.007591
                     76,                0.57461,                0.33471,                0.95045,                0.95991,                0.98874,                0.99054,                0.91179,                0.45971,                0.21172,                0.85754,               0.007558,               0.007558,               0.007558
                     77,                0.57201,                0.33162,                0.94994,                0.96204,                0.98495,                0.99086,                0.91523,                0.45646,                0.21097,                0.85461,               0.007525,               0.007525,               0.007525
                     78,                0.57224,                0.33166,                0.95023,                0.96001,                0.98755,                0.99014,                0.91508,                0.45621,                0.21056,                0.85706,               0.007492,               0.007492,               0.007492
                     79,                0.57128,                0.33192,                0.94792,                 0.9681,                0.97902,                0.99073,                0.91657,                 0.4576,                0.20978,                0.85713,               0.007459,               0.007459,               0.007459
                     80,                0.56745,                0.33001,                0.94421,                0.96671,                0.97983,                0.99062,                0.91585,                0.45701,                0.21028,                0.85427,               0.007426,               0.007426,               0.007426
                     81,                0.56954,                0.32886,                 0.9451,                0.96642,                0.97992,                0.99068,                0.91635,                0.45692,                0.20985,                0.85338,               0.007393,               0.007393,               0.007393
                     82,                0.56692,                0.32897,                0.94787,                0.96372,                0.98208,                0.99058,                0.91602,                0.45584,                0.20918,                0.85553,                0.00736,                0.00736,                0.00736
                     83,                0.56771,                0.32843,                0.95093,                 0.9691,                0.97539,                0.99069,                 0.9151,                0.45725,                0.20967,                0.85909,               0.007327,               0.007327,               0.007327
                     84,                0.56621,                 0.3275,                0.94597,                0.97347,                0.97194,                0.99052,                0.91614,                 0.4553,                  0.208,                0.85689,               0.007294,               0.007294,               0.007294
                     85,                0.56656,                0.32506,                0.94684,                0.97014,                0.97672,                0.99065,                0.91709,                0.45373,                0.20688,                0.85651,               0.007261,               0.007261,               0.007261
                     86,                0.56312,                0.32555,                  0.941,                0.96883,                0.97943,                 0.9906,                0.91765,                0.45407,                0.20556,                0.85429,               0.007228,               0.007228,               0.007228
                     87,                0.56764,                0.32848,                0.95138,                0.96843,                0.98024,                0.99069,                0.91779,                0.45394,                0.20486,                0.85737,               0.007195,               0.007195,               0.007195
                     88,                0.56083,                0.32587,                0.94695,                0.96243,                0.98665,                0.99094,                0.91756,                0.45256,                0.20456,                0.85699,               0.007162,               0.007162,               0.007162
                     89,                0.56456,                0.32549,                0.95044,                0.96806,                0.98345,                0.99075,                 0.9176,                0.45015,                0.20348,                 0.8552,               0.007129,               0.007129,               0.007129
                     90,                 0.5595,                0.32255,                0.94576,                0.96918,                0.97905,                0.99085,                0.91838,                0.45054,                0.20326,                0.85643,               0.007096,               0.007096,               0.007096
                     91,                 0.5548,                0.32325,                0.94304,                0.96889,                0.97838,                0.99102,                0.91823,                0.45086,                0.20394,                0.85629,               0.007063,               0.007063,               0.007063
                     92,                0.55541,                0.32121,                0.93983,                0.97165,                0.97912,                0.99104,                0.91803,                 0.4511,                0.20343,                0.85609,                0.00703,                0.00703,                0.00703
                     93,                0.55551,                0.32266,                0.94218,                0.97034,                0.97872,                0.99095,                0.91796,                0.45104,                0.20291,                0.85527,               0.006997,               0.006997,               0.006997
                     94,                 0.5573,                0.32133,                 0.9447,                0.96869,                0.98067,                0.99099,                 0.9177,                 0.4515,                0.20256,                0.85631,               0.006964,               0.006964,               0.006964
                     95,                0.55344,                0.31986,                0.94297,                0.96818,                0.98228,                0.99089,                0.91801,                0.45124,                0.20247,                0.85722,               0.006931,               0.006931,               0.006931
                     96,                0.55361,                0.32158,                0.94074,                 0.9706,                0.97889,                0.99081,                0.91822,                0.45187,                0.20261,                0.85658,               0.006898,               0.006898,               0.006898
                     97,                0.55392,                 0.3192,                0.93834,                0.96871,                0.98034,                0.99083,                0.91866,                0.45186,                0.20194,                0.85519,               0.006865,               0.006865,               0.006865
                     98,                0.55761,                0.32093,                 0.9385,                0.96645,                0.98219,                0.99089,                0.91897,                0.45147,                0.20242,                0.85442,               0.006832,               0.006832,               0.006832
                     99,                0.54927,                 0.3199,                0.93953,                0.96748,                0.98201,                 0.9909,                0.91878,                0.45042,                0.20243,                0.85351,               0.006799,               0.006799,               0.006799
                    100,                0.54642,                0.31634,                0.93659,                0.96673,                0.98233,                0.99084,                0.91866,                0.44961,                0.20185,                0.85298,               0.006766,               0.006766,               0.006766
                    101,                0.54941,                0.31824,                0.94192,                  0.966,                0.98117,                0.99058,                0.91828,                0.44943,                0.20222,                0.85472,               0.006733,               0.006733,               0.006733
                    102,                0.54638,                0.31783,                0.93752,                0.96712,                0.98186,                0.99053,                 0.9192,                 0.4493,                0.20279,                0.85454,                 0.0067,                 0.0067,                 0.0067
                    103,                 0.5448,                0.31464,                0.93356,                0.96654,                0.98196,                 0.9906,                0.91973,                0.44926,                0.20167,                0.85453,               0.006667,               0.006667,               0.006667
                    104,                0.54866,                0.31872,                0.94427,                0.96634,                 0.9826,                0.99062,                0.91919,                0.44887,                0.20175,                0.85474,               0.006634,               0.006634,               0.006634
                    105,                0.54873,                0.31387,                0.93963,                0.96572,                0.98375,                 0.9907,                0.91961,                0.44828,                0.20101,                 0.8548,               0.006601,               0.006601,               0.006601
                    106,                0.54661,                0.31557,                0.94074,                0.96636,                0.98127,                0.99087,                0.91955,                0.44795,                0.20068,                 0.8552,               0.006568,               0.006568,               0.006568
                    107,                0.54006,                0.31335,                0.93587,                0.96606,                0.98185,                0.99087,                 0.9207,                0.44734,                0.20054,                0.85521,               0.006535,               0.006535,               0.006535
                    108,                0.53638,                 0.3097,                0.93889,                0.96636,                0.98161,                0.99088,                0.91992,                0.44668,                0.20042,                0.85576,               0.006502,               0.006502,               0.006502
                    109,                0.53967,                0.31203,                 0.9393,                0.96632,                0.98143,                0.99106,                 0.9194,                0.44585,                0.19989,                0.85558,               0.006469,               0.006469,               0.006469
                    110,                0.54285,                0.31158,                0.93705,                0.96523,                0.98321,                  0.991,                0.92007,                0.44528,                0.20013,                0.85479,               0.006436,               0.006436,               0.006436
                    111,                0.53496,                0.31167,                0.93542,                0.96605,                0.98063,                0.99064,                0.91962,                0.44441,                0.19969,                0.85426,               0.006403,               0.006403,               0.006403
                    112,                0.53547,                0.30599,                0.93131,                0.96517,                 0.9803,                0.99078,                0.92023,                0.44407,                0.19924,                0.85331,                0.00637,                0.00637,                0.00637
                    113,                0.53678,                0.30918,                0.93291,                0.96535,                0.98103,                0.99058,                0.92091,                 0.4436,                0.19934,                0.85264,               0.006337,               0.006337,               0.006337
                    114,                0.53929,                0.31281,                0.93785,                0.96607,                 0.9804,                0.99057,                0.92049,                0.44344,                0.19908,                0.85284,               0.006304,               0.006304,               0.006304
                    115,                0.53534,                 0.3111,                0.93453,                0.96608,                0.98037,                0.99086,                0.92083,                0.44332,                0.19882,                0.85306,               0.006271,               0.006271,               0.006271
                    116,                0.53137,                0.30729,                0.93317,                0.96459,                0.98356,                0.99084,                 0.9213,                0.44285,                0.19826,                0.85311,               0.006238,               0.006238,               0.006238
                    117,                0.53701,                0.30831,                0.93283,                0.96419,                0.98324,                0.99089,                0.92102,                 0.4424,                0.19819,                0.85299,               0.006205,               0.006205,               0.006205
                    118,                0.53854,                0.31009,                0.93234,                0.96412,                0.98327,                0.99081,                0.92128,                 0.4423,                0.19825,                0.85255,               0.006172,               0.006172,               0.006172
                    119,                0.53389,                0.30889,                0.93413,                0.96336,                 0.9829,                0.99075,                0.92165,                0.44188,                0.19796,                0.85256,               0.006139,               0.006139,               0.006139
                    120,                0.52873,                0.30444,                0.93286,                0.96399,                0.98196,                0.99069,                 0.9218,                0.44145,                0.19774,                0.85278,               0.006106,               0.006106,               0.006106
                    121,                0.53284,                0.30681,                0.92687,                0.96392,                0.98202,                0.99073,                0.92179,                0.44113,                0.19732,                0.85208,               0.006073,               0.006073,               0.006073
                    122,                 0.5293,                0.30765,                0.93205,                0.96324,                0.98276,                0.99061,                0.92187,                0.44102,                 0.1973,                0.85163,                0.00604,                0.00604,                0.00604
                    123,                0.52791,                0.30469,                0.92961,                0.96255,                0.98396,                0.99058,                0.92186,                0.44071,                 0.1975,                0.85092,               0.006007,               0.006007,               0.006007
                    124,                0.53386,                0.30422,                0.93063,                0.96228,                0.98476,                0.99064,                0.92199,                0.44019,                0.19772,                0.85039,               0.005974,               0.005974,               0.005974
                    125,                  0.535,                0.30569,                 0.9306,                0.96143,                0.98476,                0.99048,                 0.9215,                 0.4399,                  0.198,                0.84964,               0.005941,               0.005941,               0.005941
                    126,                0.52708,                0.30183,                0.92632,                  0.958,                0.98676,                0.99055,                0.92143,                0.43962,                0.19752,                0.84911,               0.005908,               0.005908,               0.005908
                    127,                0.52955,                0.30455,                0.92868,                0.96127,                0.98476,                0.99052,                0.92179,                0.43918,                0.19733,                0.84876,               0.005875,               0.005875,               0.005875
                    128,                0.52925,                0.30071,                0.92918,                0.96181,                0.98482,                0.99069,                0.92246,                0.43894,                0.19715,                0.84847,               0.005842,               0.005842,               0.005842
                    129,                0.52961,                0.30492,                0.92894,                0.96191,                0.98454,                0.99072,                0.92277,                0.43846,                0.19662,                0.84815,               0.005809,               0.005809,               0.005809
                    130,                0.52498,                0.29987,                0.93142,                0.96208,                 0.9848,                0.99051,                0.92328,                 0.4381,                0.19626,                0.84787,               0.005776,               0.005776,               0.005776
                    131,                 0.5221,                0.29748,                0.92436,                0.96385,                 0.9833,                0.99047,                0.92358,                0.43811,                0.19648,                0.84796,               0.005743,               0.005743,               0.005743
                    132,                0.52596,                0.29688,                0.92913,                 0.9638,                 0.9833,                0.99044,                0.92265,                0.43793,                0.19626,                0.84786,                0.00571,                0.00571,                0.00571
                    133,                0.52257,                0.30069,                0.92652,                0.96449,                0.98304,                0.99041,                 0.9231,                0.43757,                0.19635,                0.84764,               0.005677,               0.005677,               0.005677
                    134,                0.52089,                0.29788,                0.92808,                0.96486,                0.98336,                0.99036,                0.92299,                0.43721,                0.19612,                0.84755,               0.005644,               0.005644,               0.005644
                    135,                0.51868,                0.29472,                 0.9276,                 0.9645,                 0.9833,                0.99021,                0.92209,                0.43699,                0.19592,                0.84743,               0.005611,               0.005611,               0.005611
                    136,                0.52433,                0.29999,                0.93152,                0.96448,                0.98322,                0.99011,                0.92232,                0.43684,                0.19584,                0.84758,               0.005578,               0.005578,               0.005578
                    137,                0.52164,                0.29869,                0.92723,                0.96385,                0.98439,                0.99022,                0.92216,                0.43666,                0.19565,                0.84757,               0.005545,               0.005545,               0.005545
                    138,                0.51282,                0.29654,                0.92517,                0.96207,                0.98608,                0.99026,                 0.9224,                0.43633,                 0.1956,                0.84752,               0.005512,               0.005512,               0.005512
                    139,                0.51343,                0.29176,                0.92011,                0.96208,                0.98692,                0.99028,                0.92286,                0.43621,                0.19561,                0.84746,               0.005479,               0.005479,               0.005479
                    140,                0.51647,                0.29522,                0.92474,                0.96188,                0.98697,                0.99041,                0.92253,                0.43599,                0.19547,                0.84742,               0.005446,               0.005446,               0.005446
                    141,                0.51419,                0.29596,                0.92128,                0.96216,                0.98687,                0.99053,                 0.9234,                0.43593,                0.19543,                0.84738,               0.005413,               0.005413,               0.005413
                    142,                0.51222,                0.29449,                0.92259,                0.96215,                0.98685,                0.99069,                0.92315,                0.43605,                 0.1956,                0.84748,                0.00538,                0.00538,                0.00538
                    143,                0.51408,                0.29682,                0.92387,                0.96164,                0.98709,                0.99082,                0.92334,                0.43591,                 0.1952,                0.84736,               0.005347,               0.005347,               0.005347
                    144,                0.51235,                0.29568,                0.92588,                0.96134,                 0.9871,                 0.9907,                0.92364,                0.43572,                0.19533,                0.84739,               0.005314,               0.005314,               0.005314
                    145,                0.50929,                0.29345,                0.92129,                0.96148,                0.98738,                0.99058,                0.92369,                0.43564,                0.19538,                0.84736,               0.005281,               0.005281,               0.005281
                    146,                0.51213,                0.29069,                0.91934,                0.96149,                0.98759,                0.99056,                0.92378,                0.43549,                0.19541,                0.84733,               0.005248,               0.005248,               0.005248
                    147,                0.51521,                0.29539,                0.92165,                0.96214,                0.98668,                0.99052,                 0.9238,                0.43537,                 0.1955,                0.84727,               0.005215,               0.005215,               0.005215
                    148,                0.51115,                0.29283,                0.92031,                0.96215,                0.98716,                0.99041,                0.92342,                0.43518,                 0.1956,                0.84714,               0.005182,               0.005182,               0.005182
                    149,                0.51012,                0.29048,                0.91645,                0.96305,                0.98403,                 0.9904,                0.92369,                0.43514,                0.19554,                0.84691,               0.005149,               0.005149,               0.005149
                    150,                0.51414,                0.29345,                0.92064,                0.96303,                0.98641,                 0.9904,                0.92372,                0.43512,                0.19561,                0.84684,               0.005116,               0.005116,               0.005116
                    151,                0.50904,                0.29204,                0.91965,                0.96348,                0.98481,                0.99034,                0.92371,                0.43503,                0.19547,                0.84673,               0.005083,               0.005083,               0.005083
                    152,                0.50809,                0.29347,                0.92062,                 0.9637,                0.98561,                0.99038,                0.92332,                0.43495,                0.19547,                0.84674,                0.00505,                0.00505,                0.00505
                    153,                0.50937,                 0.2936,                0.92379,                0.96446,                0.98361,                0.99049,                0.92348,                0.43478,                0.19553,                0.84679,               0.005017,               0.005017,               0.005017
                    154,                0.50522,                0.28812,                0.92035,                0.96347,                0.98561,                0.99055,                0.92361,                0.43476,                0.19561,                0.84684,               0.004984,               0.004984,               0.004984
                    155,                0.50712,                0.29137,                 0.9219,                0.96312,                0.98491,                0.99055,                0.92355,                0.43449,                0.19548,                0.84689,               0.004951,               0.004951,               0.004951
                    156,                0.50628,                0.28789,                0.91874,                 0.9629,                0.98481,                0.99051,                0.92347,                0.43438,                0.19539,                0.84682,               0.004918,               0.004918,               0.004918
                    157,                0.51044,                0.29414,                0.92205,                 0.9631,                0.98473,                0.99053,                0.92379,                0.43413,                0.19527,                0.84679,               0.004885,               0.004885,               0.004885
                    158,                 0.5036,                0.28938,                0.92114,                0.96237,                0.98681,                0.99059,                0.92423,                0.43392,                 0.1953,                0.84676,               0.004852,               0.004852,               0.004852
                    159,                0.50309,                0.28963,                0.92053,                0.96233,                0.98575,                0.99066,                0.92382,                0.43372,                0.19508,                0.84671,               0.004819,               0.004819,               0.004819
                    160,                0.50583,                0.28941,                0.91944,                0.96234,                0.98565,                0.99074,                0.92387,                0.43358,                0.19505,                0.84667,               0.004786,               0.004786,               0.004786
                    161,                 0.5045,                0.28939,                0.92254,                0.96233,                0.98627,                0.99074,                0.92376,                0.43368,                0.19477,                0.84679,               0.004753,               0.004753,               0.004753
                    162,                0.50186,                0.28482,                0.91549,                0.96232,                0.98581,                0.99077,                0.92432,                 0.4334,                0.19448,                0.84662,                0.00472,                0.00472,                0.00472
                    163,                0.50582,                0.28757,                0.92057,                  0.962,                0.98633,                0.99077,                0.92429,                0.43322,                0.19432,                0.84654,               0.004687,               0.004687,               0.004687
                    164,                0.50352,                0.28593,                0.91807,                0.96166,                0.98621,                0.99078,                0.92455,                0.43306,                0.19431,                0.84658,               0.004654,               0.004654,               0.004654
                    165,                0.50251,                0.28918,                0.91922,                0.96169,                 0.9869,                0.99081,                 0.9246,                0.43293,                0.19445,                0.84655,               0.004621,               0.004621,               0.004621
